Be142;Be142;;79.9;Nebulosa oscura 6 Ir;100m;11h 9.5m;-77º16';Chamaeleon
Sa156;Sa156;;79.9;Nebulosa oscura 6 Ir;NA;12h 59.1m;-77º10';Chamaeleon
Cr121;Cr121;;2.6;Cúmulo Abierto III 3 p;50m;6h 56.3m;-24º44';Canis Major
Cr140;Cr140;;3.5;Cúmulo Abierto III 3 p;60m;7h 24.5m;-31º51';Canis Major
Cr132;Cr132;;3.6;Cúmulo Abierto III 3 p;80m;7h 15.4m;-30º41';Canis Major
NGC2362/OCL633;NGC2362;OCL633;4.1;Cúmulo Abierto I 3 p n;8m;7h 18.7m;-24º57';Canis Major
NGC2287/M41;NGC2287;M41;4.5;Cúmulo Abierto II 3 m;38m;6h 46.0m;-20º45';Canis Major
NGC2354/OCL639;NGC2354;OCL639;6.5;Cúmulo Abierto III 2 m;20m;7h 14.3m;-25º42';Canis Major
NGC2360/OCL589;NGC2360;OCL589;7.2;Cúmulo Abierto II 2 m;13m;7h 17.7m;-15º38';Canis Major
NGC2384/OCL618;NGC2384;OCL618;7.4;Cúmulo Abierto IV 3 p;2.5m;7h 25.2m;-21º1';Canis Major
NGC2345/OCL575;NGC2345;OCL575;7.7;Cúmulo Abierto I 3 m;12m;7h 8.3m;-13º12';Canis Major
NGC2367/OCL621;NGC2367;OCL621;7.9;Cúmulo Abierto IV 3 p;3.5m;7h 20.1m;-21º53';Canis Major
NGC2374/OCL585;NGC2374;OCL585;8.0;Cúmulo Abierto II 3 p;19m;7h 23.9m;-13º16';Canis Major
Basel11A;Basel11A;;8.2;Cúmulo Abierto II 3 m;9.0m;7h 17.1m;-13º58';Canis Major
NGC2383/OCL616;NGC2383;OCL616;8.4;Cúmulo Abierto I 3 m;6m;7h 24.7m;-20º57';Canis Major
NGC2204/OCL572;NGC2204;OCL572;8.6;Cúmulo Abierto III 3 m;13m;6h 15.5m;-18º40';Canis Major
Haffner8;Haffner8;;9.1;Cúmulo Abierto IV 3 m;4.2m;7h 23.4m;-12º18';Canis Major
Haffner6;Haffner6;;9.2;Cúmulo Abierto IV 3 p n;4m;7h 20.1m;-13º9';Canis Major
NGC2243/OCL644;NGC2243;OCL644;9.4;Cúmulo Abierto I 2 r;5m;6h 29.6m;-31º17';Canis Major
Ru18;Ru18;;9.4;Cúmulo Abierto III 2 p;4m;7h 24.7m;-26º11';Canis Major
Ru20;Ru20;;9.5;Cúmulo Abierto III 2 m;10m;7h 26.7m;-28º50';Canis Major
Tr6/Cr145;Tr6;Cr145;10.0;Cúmulo Abierto III 2 p;6m;7h 26.4m;-24º13';Canis Major
NGC2485/UGC4112;NGC2485;UGC4112;12.2;Galaxia Sa;1.6m × 1.6m;7h 56.8m;7º29';Canis Minor
NGC2350/UGC3747;NGC2350;UGC3747;12.3;Galaxia Sa;1.4m × 0.7m;7h 13.2m;12º16';Canis Minor
NGC2538/UGC4266;NGC2538;UGC4266;12.6;Galaxia SBa;1.5m × 1.2m;8h 11.4m;3º38';Canis Minor
NGC2508/UGC4174;NGC2508;UGC4174;12.7;Galaxia Elliptical;1.4m × 1.1m;8h 2.0m;8º33';Canis Minor
NGC2470/UGC4091;NGC2470;UGC4091;12.7;Galaxia Sab;2m × 0.6m;7h 54.3m;4º28';Canis Minor
UGC3912/PGC21303;UGC3912;PGC21303;12.8;Galaxia Ir+;1.8m × 1.4m;7h 34.2m;4º32';Canis Minor
NGC2496/UGC4127;NGC2496;UGC4127;12.9;Galaxia Elliptical;1.4m × 1.2m;7h 58.6m;8º2';Canis Minor
UGC3946/PGC21450;UGC3946;PGC21450;13.1;Galaxia Ir+;1.3m × 0.7m;7h 38.0m;3º18';Canis Minor
NGC2510/UGC4178;NGC2510;UGC4178;13.4;Galaxia SO;1m × 0.7m;8h 2.2m;9º29';Canis Minor
NGC2416/UGC3925;NGC2416;UGC3925;13.4;Galaxia Sc;1m × 0.7m;7h 35.7m;11º37';Canis Minor
PK217+14.1/Abell24;PK217+14.1;Abell24;13.6;Nebulosa Planetaria 4(3);6.0m × 5.5m;7h 51.7m;3º0';Canis Minor
NGC2504/UGC4152;NGC2504;UGC4152;13.9;Galaxia Pec;0.5m × 0.4m;7h 59.9m;5º36';Canis Minor
NGC2511/MCG2-21-8;NGC2511;MCG2-21-8;14.1;Galaxia S;0.9m × 0.3m;8h 2.3m;9º24';Canis Minor
NGC2499/MCG1-21-3;NGC2499;MCG1-21-3;15.0;Galaxia SB/P;1.1m × 0.7m;7h 58.9m;7º30';Canis Minor
PK215+11.1/Abell22;PK215+11.1;Abell22;15.4;Nebulosa Planetaria 3;2.1m × 1.4m;7h 36.1m;2º42';Canis Minor
NGC2402/UGC3891;NGC2402;UGC3891;15.5;Galaxia Elliptical;1.2m × 1.2m;7h 30.8m;9º39';Canis Minor
NGC2491/ZwG31.7;NGC2491;ZwG31.7;15.5;Galaxia S;0.3m × 0.2m;7h 58.5m;7º59';Canis Minor
PK214+7.1/Abell20;PK214+7.1;Abell20;16.3;Nebulosa Planetaria 2c;67s;7h 23.0m;1º46';Canis Minor
NGC2433;NGC2433;;99.9;3 estrellas ;NA;7h 42.7m;9º16';Canis Minor
NGC2394;NGC2394;;99.9;Cúmulo Abierto ;NA;7h 28.6m;7º5';Canis Minor
NGC2632/M44;NGC2632;M44;3.1;Cúmulo Abierto II 2 m;95m;8h 40.0m;19º40';Cancer
NGC2682/M67;NGC2682;M67;6.9;Cúmulo Abierto II 2 m;30m;8h 51.4m;11º49';Cancer
NGC2775/UGC4820;NGC2775;UGC4820;10.1;Galaxia Sab;4.5m × 3.6m;9h 10.3m;7º2';Cancer
NGC2513/UGC4184;NGC2513;UGC4184;11.6;Galaxia Elliptical;2.5m × 2m;8h 2.4m;9º25';Cancer
NGC2672/UGC4619;NGC2672;UGC4619;11.7;Galaxia E1;2.5m × 2.4m;8h 49.4m;19º4';Cancer
NGC2749/UGC4763;NGC2749;UGC4763;11.8;Galaxia E2;1.8m × 1.7m;9h 5.4m;18º19';Cancer
NGC2648/UGC4541;NGC2648;UGC4541;11.8;Galaxia Sa;3.2m × 1.1m;8h 42.7m;14º17';Cancer
NGC2750/UGC4769;NGC2750;UGC4769;11.9;Galaxia Sc;2.2m × 1.9m;9h 5.8m;25º26';Cancer
NGC2554/UGC4312;NGC2554;UGC4312;12.0;Galaxia Sa;3.2m × 2.4m;8h 17.9m;23º28';Cancer
NGC2789/UGC4875;NGC2789;UGC4875;12.2;Galaxia SBO-a;2m × 2m;9h 15.0m;29º44';Cancer
NGC2563/UGC4347;NGC2563;UGC4347;12.2;Galaxia SO;2m × 1.7m;8h 20.6m;21º4';Cancer
PK219+31.1/Abell31;PK219+31.1;Abell31;12.2;Nebulosa Planetaria 3a;16.8m × 15.6m;8h 54.2m;8º55';Cancer
NGC2599/UGC4458;NGC2599;UGC4458;12.2;Galaxia Sa;1.9m × 1.7m;8h 32.2m;22º34';Cancer
NGC2507/UGC4172;NGC2507;UGC4172;12.2;Galaxia Sa;2.5m × 2.5m;8h 1.6m;15º43';Cancer
NGC2592/UGC4411;NGC2592;UGC4411;12.3;Galaxia Elliptical;1.7m × 1.4m;8h 27.1m;25º58';Cancer
NGC2595/UGC4422;NGC2595;UGC4422;12.3;Galaxia SBc;3.1m × 2.7m;8h 27.7m;21º29';Cancer
NGC2608/UGC4484;NGC2608;UGC4484;12.3;Galaxia SBb Ring;2.2m × 1.4m;8h 35.3m;28º28';Cancer
NGC2545/UGC4287;NGC2545;UGC4287;12.4;Galaxia SBab Ring;2.2m × 1.2m;8h 14.2m;21º21';Cancer
NGC2619/UGC4503;NGC2619;UGC4503;12.4;Galaxia SBbc;2.3m × 1.4m;8h 37.5m;28º42';Cancer
NGC2577/UGC4367;NGC2577;UGC4367;12.4;Galaxia SO;1.8m × 1.1m;8h 22.7m;22º33';Cancer
NGC7099/M30;NGC7099;M30;6.9;Cúmulo Globular V;8.9m;21h 40.4m;-23º11';Capricornus
NGC6907/ESO528-3;NGC6907;ESO528-3;11.2;Galaxia SBbc;3.4m × 2.6m;20h 25.1m;-24º49';Capricornus
Pal12;Pal12;;11.7;Cúmulo Globular XII;2.9m;21h 46.5m;-21º15';Capricornus
NGC6903/ESO596-29;NGC6903;ESO596-29;11.9;Galaxia E-SO Bar;2.6m × 2.4m;20h 23.7m;-19º20';Capricornus
NGC6924/ESO528-16;NGC6924;ESO528-16;12.8;Galaxia E-SO;2m × 1.7m;20h 33.3m;-25º29';Capricornus
NGC6936/ESO528-22;NGC6936;ESO528-22;12.8;Galaxia E-SO;1.8m × 1m;20h 35.9m;-25º17';Capricornus
NGC6912/ESO596-38;NGC6912;ESO596-38;13.1;Galaxia SBc;1.4m × 1.1m;20h 26.9m;-18º37';Capricornus
NGC6986/ESO598-7;NGC6986;ESO598-7;13.6;Galaxia E-SO;1m × 0.6m;20h 56.5m;-18º34';Capricornus
NGC7030/ESO598-28;NGC7030;ESO598-28;13.7;Galaxia SBab;0.9m × 0.7m;21h 11.2m;-20º29';Capricornus
NGC6993/ESO529-11;NGC6993;ESO529-11;13.8;Galaxia Sc;1.2m × 1m;20h 53.9m;-25º28';Capricornus
NGC6931/MCG-2-52-16;NGC6931;MCG-2-52-16;14.0;Galaxia Sb;1m × 0.4m;20h 33.7m;-11º22';Capricornus
NGC7073/MCG-2-54-10;NGC7073;MCG-2-54-10;14.0;Galaxia Sbc;0.9m × 0.8m;21h 29.4m;-11º29';Capricornus
NGC7131/MCG-2-55-2;NGC7131;MCG-2-55-2;14.0;Galaxia SO;1.7m × 1m;21h 47.6m;-13º11';Capricornus
NGC7018/ESO529-27;NGC7018;ESO529-27;14.0;Galaxia Elliptical;1.3m × 0.8m;21h 7.4m;-25º26';Capricornus
NGC6898/MCG-2-52-2;NGC6898;MCG-2-52-2;14.0;Galaxia Sa;1.2m × 0.7m;20h 21.1m;-12º22';Capricornus
NGC7019/ESO529-22;NGC7019;ESO529-22;14.9;Galaxia SBb;0.6m × 0.3m;21h 6.4m;-24º25';Capricornus
NGC7017/ESO529-26;NGC7017;ESO529-26;15.0;Galaxia SO;0.6m × 0.5m;21h 7.3m;-25º29';Capricornus
NGC7016/ESO529-25;NGC7016;ESO529-25;15.0;Galaxia Elliptical;0.7m × 0.7m;21h 7.3m;-25º28';Capricornus
NGC7104/ESO531-18;NGC7104;ESO531-18;15.0;Galaxia Elliptical;0.7m × 0.6m;21h 40.1m;-22º26';Capricornus
NGC6897/MCG-2-52-1;NGC6897;MCG-2-52-1;15.0;Galaxia Sbc;0.9m × 0.5m;20h 21.0m;-12º15';Capricornus
NGC771/50CAS;NGC771;50CAS;4.0;1 estrella ;NA;2h 3.4m;72º25';Cassiopeia
Stock2;Stock2;;4.4;Cúmulo Abierto III 1 m;60m;2h 14.7m;59º29';Cassiopeia
Cr463;Cr463;;5.7;Cúmulo Abierto III 2 p;36m;1h 45.7m;71º49';Cassiopeia
Cr33;Cr33;;5.9;Cúmulo Abierto ;40.0m;2h 59.3m;60º24';Cassiopeia
NGC457/OCL321;NGC457;OCL321;6.4;Cúmulo Abierto I 3 r;13m;1h 19.5m;58º17';Cassiopeia
NGC129/OCL294;NGC129;OCL294;6.5;Cúmulo Abierto IV 2 p;21m;0h 30.0m;60º13';Cassiopeia
IC1848/OCL364;IC1848;OCL364;6.5;CL+NB IV 3 p n;40m × 10m;2h 51.4m;60º25';Cassiopeia
NGC654/OCL330;NGC654;OCL330;6.5;Cúmulo Abierto II 3 m;5m;1h 44.0m;61º53';Cassiopeia
IC1805/Mel15;IC1805;Mel15;6.5;CL+NB III 3 p n;60m × 60m;2h 32.7m;61º27';Cassiopeia
Mel15/Cr26;Mel15;Cr26;6.6;Cúmulo Abierto III 3 p n;21.0m;2h 32.6m;61º27';Cassiopeia
NGC1027/OCL357;NGC1027;OCL357;6.7;Cúmulo Abierto III 2 p n;20m;2h 42.6m;61º36';Cassiopeia
NGC7789/OCL269;NGC7789;OCL269;6.7;Cúmulo Abierto II 1 r;16m;23h 57.4m;56º43';Cassiopeia
Cr34;Cr34;;6.8;Cúmulo Abierto I 3 p;25m;2h 59.4m;60º34';Cassiopeia
NGC7654/M52;NGC7654;M52;6.9;Cúmulo Abierto I 2 r;13m;23h 24.2m;61º35';Cassiopeia
Stock5;Stock5;;7.0;Cúmulo Abierto IV 2 p;15m;2h 4.5m;64º23';Cassiopeia
"Tr3/Cr36;Harvard1";Tr3;Cr36;7.0;Cúmulo Abierto III 3 p;23m;3h 11.9m;63º11';Cassiopeia
NGC225/OCL305;NGC225;OCL305;7.0;Cúmulo Abierto III 1 p n;12m;0h 43.6m;61º46';Cassiopeia
NGC663/OCL333;NGC663;OCL333;7.1;Cúmulo Abierto III 2 m;16m;1h 46.0m;61º15';Cassiopeia
Mrk6;Mrk6;;7.1;Cúmulo Abierto IV 2 p;4.5m;2h 29.6m;60º39';Cassiopeia
NGC581/M103;NGC581;M103;7.4;Cúmulo Abierto III 2 p;6m;1h 33.4m;60º39';Cassiopeia
IC1396/OCL222;IC1396;OCL222;3.5;CL+NB II 3 m n;89m;21h 39.1m;57º30';Cepheus
Tr37/Cr439;Tr37;Cr439;5.1;Cúmulo Abierto II 3 m;50m;21h 39.0m;57º30';Cepheus
NGC7160/OCL236;NGC7160;OCL236;6.1;Cúmulo Abierto II 3 p;7m;21h 53.7m;62º36';Cepheus
NGC7748;NGC7748;;7.1;1 estrella ;NA;23h 44.9m;69º45';Cepheus
NGC7023/OCL235;NGC7023;OCL235;7.1;CL+NB E+*;5m;21h 1.6m;68º10';Cepheus
NGC7380/OCL244;NGC7380;OCL244;7.2;Cúmulo Abierto III 3 p n;12m;22h 47.3m;58º8';Cepheus
NGC7235/OCL229;NGC7235;OCL229;7.7;Cúmulo Abierto III 2 p;4m;22h 12.6m;57º17';Cepheus
NGC6939/OCL217;NGC6939;OCL217;7.8;Cúmulo Abierto I 1 m;8m;20h 31.5m;60º40';Cepheus
NGC7510/OCL256;NGC7510;OCL256;7.9;Cúmulo Abierto II 2 m n;4m;23h 11.5m;60º34';Cepheus
NGC188/OCL309;NGC188;OCL309;8.1;Cúmulo Abierto II 2 r;14m;0h 47.5m;85º14';Cepheus
NGC7261/OCL237;NGC7261;OCL237;8.4;Cúmulo Abierto III 1 p;6m;22h 20.4m;58º5';Cepheus
Mrk50;Mrk50;;8.5;Cúmulo Abierto I 2 p n;5.0m;23h 15.3m;60º28';Cepheus
Berk94;Berk94;;8.7;Cúmulo Abierto I 1 p n;4m;22h 22.9m;55º53';Cepheus
NGC6946/UGC11597;NGC6946;UGC11597;8.8;Galaxia SBc;11.2m × 9.8m;20h 34.9m;60º9';Cepheus
King19;King19;;9.2;Cúmulo Abierto II 2 m;7m;23h 8.3m;60º31';Cepheus
NGC7142/OCL241;NGC7142;OCL241;9.3;Cúmulo Abierto II 2 r;4.3m;21h 45.2m;65º46';Cepheus
NGC7226/OCL226;NGC7226;OCL226;9.6;Cúmulo Abierto I 1 p;1.8m;22h 10.5m;55º25';Cepheus
NGC7762/OCL280;NGC7762;OCL280;10.0;Cúmulo Abierto II 2 p;11m;23h 49.8m;68º2';Cepheus
NGC6951/NGC6952;NGC6951;NGC6952;10.6;Galaxia SBbc;3.9m × 3.5m;20h 37.2m;66º6';Cepheus
NGC40/PK120+9.1;NGC40;PK120+9.1;10.7;Nebulosa Planetaria 3b(3);60s × 40s;0h 13.0m;72º31';Cepheus
NGC5139/OmegaCentauri;NGC5139;OmegaCentauri;3.9;Cúmulo Globular VIII;36.3m;13h 26.8m;-47º29';Centaurus
IC2944/Cr249;IC2944;Cr249;4.5;CL+NB III 3 mn;60m × 35m;11h 37.9m;-63º21';Centaurus
NGC3766/OCL860;NGC3766;OCL860;5.3;Cúmulo Abierto I 1 p;12m;11h 36.2m;-61º37';Centaurus
NGC5662/OCL928;NGC5662;OCL928;5.5;Cúmulo Abierto II 3 m;29m;14h 35.6m;-56º37';Centaurus
NGC5460/OCL925;NGC5460;OCL925;5.6;Cúmulo Abierto II 3 m;25m;14h 7.5m;-48º21';Centaurus
NGC5281/OCL911;NGC5281;OCL911;5.9;Cúmulo Abierto I 1 p;7m;13h 46.6m;-62º55';Centaurus
NGC5316/OCL913;NGC5316;OCL913;6.0;Cúmulo Abierto III 1 p;14m;13h 54.0m;-61º52';Centaurus
Stock14;Stock14;;6.3;Cúmulo Abierto II 1 p;4m;11h 43.8m;-62º32';Centaurus
NGC5617/OCL919;NGC5617;OCL919;6.3;Cúmulo Abierto I 3 m;10m;14h 29.7m;-60º43';Centaurus
Lynga2;Lynga2;;6.4;Cúmulo Abierto IV 2 p;12m;14h 24.4m;-61º21';Centaurus
NGC5128/Dunlop482;NGC5128;Dunlop482;6.8;Galaxia SO;27.6m × 20.5m;13h 25.5m;-43º1';Centaurus
IC2948/RCW62;IC2948;RCW62;7.0;Nebulosa Brillante E+*;75m × 50m;11h 39.4m;-63º28';Centaurus
NGC5286/Dunlop388;NGC5286;Dunlop388;7.4;Cúmulo Globular V;9.1m;13h 46.4m;-51º22';Centaurus
Ru108;Ru108;;7.5;Cúmulo Abierto III 2 p;12m;13h 32.2m;-58º29';Centaurus
NGC5138/OCL902;NGC5138;OCL902;7.6;Cúmulo Abierto II 2 p;8m;13h 27.3m;-59º2';Centaurus
NGC3680/OCL823;NGC3680;OCL823;7.6;Cúmulo Abierto I 2 p;6m;11h 25.6m;-43º15';Centaurus
Tr21/Cr274;Tr21;Cr274;7.7;Cúmulo Abierto I 3 p;4m;13h 32.2m;-62º47';Centaurus
NGC5606/OCL922;NGC5606;OCL922;7.7;Cúmulo Abierto I 1 p;3m;14h 27.8m;-59º38';Centaurus
Cr272;Cr272;;7.7;Cúmulo Abierto III 1 m;9m;13h 30.6m;-61º16';Centaurus
Loden807;Loden807;;7.9;Cúmulo Abierto II 1 m;20m;13h 24.9m;-62º26';Centaurus
NGC7000/LBN373;NGC7000;LBN373;4.0;Nebulosa Brillante E;120m × 30m;21h 1.8m;44º12';Cygnus
NGC7092/M39;NGC7092;M39;4.6;Cúmulo Abierto III 2 p;32m;21h 32.2m;48º26';Cygnus
NGC6871/OCL148;NGC6871;OCL148;5.2;Cúmulo Abierto IV 3 p n;20m;20h 5.9m;35º47';Cygnus
Cr419;Cr419;;5.4;Cúmulo Abierto IV 2 p;4.5m;20h 18.1m;40º44';Cygnus
Biur2;Biur2;;6.3;Cúmulo Abierto III 2 p;13m;20h 9.2m;35º29';Cygnus
NGC6913/M29;NGC6913;M29;6.6;Cúmulo Abierto III 3 p n;7m;20h 23.9m;38º32';Cygnus
NGC6811/OCL185;NGC6811;OCL185;6.8;Cúmulo Abierto IV 3 p;13m;19h 38.2m;46º34';Cygnus
NGC6960/LBN191;NGC6960;LBN191;7.0;Remanente de Supernova ;210m × 160m;20h 45.7m;30º43';Cygnus
NGC7063/OCL192;NGC7063;OCL192;7.0;Cúmulo Abierto III 2 p;8m;21h 24.4m;36º30';Cygnus
NGC6992/Ced182B;NGC6992;Ced182B;7.0;Remanente de Supernova R;60m × 8m;20h 56.4m;31º43';Cygnus
NGC6995/Ced182C;NGC6995;Ced182C;7.0;Remanente de Supernova R;12m;20h 57.1m;31º13';Cygnus
NGC7082/OCL209;NGC7082;OCL209;7.2;Cúmulo Abierto IV 2 p;25m;21h 29.4m;47º5';Cygnus
NGC6819/OCL155;NGC6819;OCL155;7.3;Cúmulo Abierto I 1 r;5m;19h 41.3m;40º11';Cygnus
IC4996/Cr418;IC4996;Cr418;7.3;Cúmulo Abierto I 3 p n;6m;20h 16.5m;37º38';Cygnus
NGC6910/OCL181;NGC6910;OCL181;7.4;Cúmulo Abierto I 2 p n;8m;20h 23.2m;40º47';Cygnus
NGC7039/OCL203;NGC7039;OCL203;7.6;Cúmulo Abierto III 2 p;25m;21h 11.2m;45º39';Cygnus
NGC6866/OCL183;NGC6866;OCL183;7.6;Cúmulo Abierto II 2 m;7m;20h 3.9m;44º10';Cygnus
Basel6;Basel6;;7.7;Cúmulo Abierto ;14.0m;20h 6.8m;38º21';Cygnus
NGC6834/OCL134;NGC6834;OCL134;7.8;Cúmulo Abierto II 2 m;5m;19h 52.2m;29º24';Cygnus
Berk86;Berk86;;7.9;Cúmulo Abierto I 3 p n;8m;20h 20.4m;38º42';Cygnus
Cr62;Cr62;;4.2;Cúmulo Abierto IV 3 p;28m;5h 22.5m;41º0';Auriga
NGC2281/OCL446;NGC2281;OCL446;5.4;Cúmulo Abierto I 3 p;15m;6h 48.3m;41º5';Auriga
NGC2099/M37;NGC2099;M37;5.6;Cúmulo Abierto II 1 r;24m;5h 52.3m;32º33';Auriga
NGC1960/M36;NGC1960;M36;6.0;Cúmulo Abierto II 3 m;12m;5h 36.3m;34º8';Auriga
NGC1912/M38;NGC1912;M38;6.4;Cúmulo Abierto III 2 m;21m;5h 28.7m;35º51';Auriga
NGC1857/Cr61;NGC1857;Cr61;7.0;Cúmulo Abierto II 2 m;6m;5h 20.1m;39º21';Auriga
NGC1893;NGC1893;;7.5;Cúmulo Abierto II 2 m n;11m;5h 22.7m;33º25';Auriga
IC410;IC410;;7.5;Nebulosa Brillante E;50m × 50m;5h 22.7m;33º25';Auriga
NGC1664/OCL411;NGC1664;OCL411;7.6;Cúmulo Abierto III 1 p;18m;4h 51.1m;43º41';Auriga
NGC1778/OCL429;NGC1778;OCL429;7.7;Cúmulo Abierto III 2 p;7m;5h 8.1m;37º1';Auriga
NGC1907/OCL434;NGC1907;OCL434;8.2;Cúmulo Abierto II 1 m n;7m;5h 28.1m;35º20';Auriga
Basel4;Basel4;;9.1;Cúmulo Abierto II 1 p;8m;5h 48.9m;30º11';Auriga
NGC1724/OCL405;NGC1724;OCL405;10.0;Cúmulo Abierto ;NA;5h 3.5m;49º30';Auriga
IC405/LBN795;IC405;LBN795;10.0;Nebulosa Brillante E;50m × 30m;5h 16.5m;34º21';Auriga
NGC1798/OCL410;NGC1798;OCL410;10.0;Cúmulo Abierto I 1 m :b;5m;5h 11.7m;47º42';Auriga
NGC1931/OCL441;NGC1931;OCL441;10.1;CL+NB I 3 p n:b;3m × 3m;5h 31.4m;34º15';Auriga
NGC2126/OCL418;NGC2126;OCL418;10.2;Cúmulo Abierto II 1 p;6m;6h 2.5m;49º52';Auriga
IC2149/PK166+10.1;IC2149;PK166+10.1;10.6;Nebulosa Planetaria 3b(2);12s × 6s;5h 56.4m;46º6';Auriga
NGC2192/OCL437;NGC2192;OCL437;10.9;Cúmulo Abierto III 1 p;6m;6h 15.3m;39º51';Auriga
King8;King8;;11.2;Cúmulo Abierto I 3 m;8m;5h 49.3m;33º38';Auriga
Pismis20;Pismis20;;7.8;Cúmulo Abierto I 3 p;4.5m;15h 15.4m;-59º4';Circinus
NGC5823/OCL936;NGC5823;OCL936;7.9;Cúmulo Abierto III 2 m;10m;15h 5.5m;-55º36';Circinus
NGC5715/OCL929;NGC5715;OCL929;9.8;Cúmulo Abierto II 2 m;6m;14h 43.5m;-57º35';Circinus
ESO097-G013/CircinusDwarf;ESO097-G013;CircinusDwarf;10.6;Galaxia Sb;3.2m × 1.2m;14h 13.2m;-65º20';Circinus
NGC5288/OCL910;NGC5288;OCL910;11.8;Cúmulo Abierto II 2 p;4m;13h 48.7m;-64º41';Circinus
NGC5315/PK309-4.2;NGC5315;PK309-4.2;13.0;Nebulosa Planetaria 2;14s;13h 54.0m;-66º31';Circinus
PK310-2.1/He2-103;PK310-2.1;He2-103;13.9;Nebulosa Planetaria ;20s;14h 5.5m;-64º41';Circinus
PK321+1.1/He2-120;PK321+1.1;He2-120;14.2;Nebulosa Planetaria ;30s;15h 12.0m;-55º40';Circinus
PK318-2.1/He2-114;PK318-2.1;He2-114;14.4;Nebulosa Planetaria ;37.0s;15h 4.1m;-60º53';Circinus
PK318-2.2/He2-116;PK318-2.2;He2-116;15.0;Nebulosa Planetaria ;51.0s;15h 6.0m;-61º22';Circinus
PK322-0.1/He2-124;PK322-0.1;He2-124;17.8;Nebulosa Planetaria ;2s;15h 23.7m;-57º9';Circinus
Be145;Be145;;79.9;Nebulosa oscura 5 Ir;12m × 5m;14h 48.6m;-65º15';Circinus
Sa172;Sa172;;79.9;Nebulosa oscura 4 Ir;NA;15h 13.2m;-62º41';Circinus
Ru112;Ru112;;99.9;Cúmulo Abierto III 1r :b;8m;14h 57.0m;-62º32';Circinus
vdBH63;vdBH63;;99.9;Nebulosa Brillante R;1.5m × 1.5m;14h 49.4m;-65º14';Circinus
Ru110;Ru110;;99.9;Cúmulo Abierto III 1 p;28m;14h 6.4m;-67º34';Circinus
NGC5359/ESO66-SC4;NGC5359;ESO66-SC4;99.9;Cúmulo Abierto ;8m;14h 0.2m;-70º24';Circinus
Lynga3;Lynga3;;99.9;Cúmulo Abierto III 1p :a;5m;15h 16.8m;-58º23';Circinus
Pismis21;Pismis21;;99.9;Cúmulo Abierto I 3p :a;2m;15h 16.9m;-59º40';Circinus
vdBH65a;vdBH65a;;99.9;Nebulosa Brillante R;0.3m;15h 1.1m;-63º17';Circinus
NGC3887/MCG-3-30-12;NGC3887;MCG-3-30-12;10.6;Galaxia SBbc;3.5m × 2.7m;11h 47.1m;-16º51';Crater
NGC3962/MCG-2-30-40;NGC3962;MCG-2-30-40;10.7;Galaxia Elliptical;3.4m × 2.8m;11h 54.7m;-13º59';Crater
NGC3511/ESO502-13;NGC3511;ESO502-13;11.0;Galaxia SBc;6m × 2.1m;11h 3.4m;-23º5';Crater
NGC3981/ESO572-20;NGC3981;ESO572-20;11.3;Galaxia SBbc;5.3m × 2.5m;11h 56.1m;-19º54';Crater
NGC3672/MCG-2-29-28;NGC3672;MCG-2-29-28;11.4;Galaxia Sc;4m × 1.8m;11h 25.0m;-9º48';Crater
NGC3892/MCG-2-30-30;NGC3892;MCG-2-30-30;11.5;Galaxia SBO-a;3.1m × 2.3m;11h 48.0m;-10º58';Crater
NGC3513/ESO502-14;NGC3513;ESO502-14;11.5;Galaxia SBb;2.9m × 2.4m;11h 3.8m;-23º15';Crater
NGC3957/IC2965;NGC3957;IC2965;11.8;Galaxia Sa;2.9m × 0.7m;11h 54.0m;-19º34';Crater
NGC3955/ESO504-26;NGC3955;ESO504-26;11.9;Galaxia Sa;3.1m × 1m;11h 54.0m;-23º10';Crater
IC2627/ESO502-21;IC2627;ESO502-21;12.0;Galaxia SBbc;2.6m × 2.1m;11h 9.9m;-23º44';Crater
NGC3865/NGC3854;NGC3865;NGC3854;12.0;Galaxia SBb;2.1m × 1.5m;11h 44.9m;-9º14';Crater
NGC3956/ESO572-13;NGC3956;ESO572-13;12.1;Galaxia SBc;3.3m × 1m;11h 54.0m;-20º34';Crater
NGC3571/NGC3544;NGC3571;NGC3544;12.1;Galaxia SBa;3m × 0.9m;11h 11.5m;-18º17';Crater
NGC3636/MCG-2-29-19;NGC3636;MCG-2-29-19;12.4;Galaxia Elliptical;1.7m × 1.7m;11h 20.4m;-10º17';Crater
NGC3660/MCG-1-29-16;NGC3660;MCG-1-29-16;12.5;Galaxia SBbc;2.8m × 2.3m;11h 23.5m;-8º40';Crater
NGC3732/MCG-2-30-5;NGC3732;MCG-2-30-5;12.5;Galaxia SBO-a;1.4m × 1.2m;11h 34.2m;-9º51';Crater
NGC3771;NGC3771;;12.6;Galaxia Elliptical;1.4m × 1.4m;11h 39.1m;-9º21';Crater
NGC3497/NGC3525;NGC3497;NGC3525;12.6;Galaxia SO;2.6m × 1.5m;11h 7.3m;-19º28';Crater
NGC3525/NGC3497;NGC3525;NGC3497;12.6;Galaxia SO;2.6m × 1.5m;11h 7.3m;-19º28';Crater
NGC3597/ESO503-3;NGC3597;ESO503-3;12.6;Galaxia Sa;1.8m × 1.4m;11h 14.7m;-23º44';Crater
